CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,geoid
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Commerce City,8,16495,816495
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Denver,8,20000,820000
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Lakewood,8,43000,843000
19760,"DeRidder, LA",Micropolitan Statistical Area,DeRidder,22,20610,2220610
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,1921000
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,1983910
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,2621000
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,2622000
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,2627440
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,2649000
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,2659440
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Pontiac,26,65440,2665440
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Southfield,26,74900,2674900
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Taylor,26,79000,2679000
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Troy,26,80700,2680700
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Warren,26,84000,2684000
19860,"Dickinson, ND",Micropolitan Statistical Area,Dickinson,38,19620,3819620
19940,"Dixon, IL",Micropolitan Statistical Area,Dixon,17,20162,1720162
19980,"Dodge City, KS",Micropolitan Statistical Area,Dodge City,20,18250,2018250
20020,"Dothan, AL",Metropolitan Statistical Area,Dothan,1,21184,121184
20060,"Douglas, GA",Micropolitan Statistical Area,Douglas,13,23872,1323872
20100,"Dover, DE",Metropolitan Statistical Area,Dover,10,21200,1021200
20140,"Dublin, GA",Micropolitan Statistical Area,Dublin,13,24376,1324376
20180,"DuBois, PA",Micropolitan Statistical Area,DuBois,42,20136,4220136
20220,"Dubuque, IA",Metropolitan Statistical Area,Dubuque,19,22395,1922395
20260,"Duluth, MN-WI",Metropolitan Statistical Area,Duluth,27,17000,2717000
20300,"Dumas, TX",Micropolitan Statistical Area,Dumas,48,21556,4821556
20340,"Duncan, OK",Micropolitan Statistical Area,Duncan,40,21900,4021900
20420,"Durango, CO",Micropolitan Statistical Area,Durango,8,22035,822035
20460,"Durant, OK",Micropolitan Statistical Area,Durant,40,22050,4022050
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Chapel Hill,37,11800,3711800
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Durham,37,19000,3719000
20540,"Dyersburg, TN",Micropolitan Statistical Area,Dyersburg,47,22200,4722200
20580,"Eagle Pass, TX",Micropolitan Statistical Area,Eagle Pass,48,21892,4821892
20660,"Easton, MD",Micropolitan Statistical Area,Easton,24,24475,2424475
20700,"East Stroudsburg, PA",Metropolitan Statistical Area,East Stroudsburg,42,21872,4221872
20740,"Eau Claire, WI",Metropolitan Statistical Area,Eau Claire,55,22300,5522300
20780,"Edwards, CO",Micropolitan Statistical Area,Edwards,8,23300,823300
20820,"Effingham, IL",Micropolitan Statistical Area,Effingham,17,22736,1722736
20900,"El Campo, TX",Micropolitan Statistical Area,El Campo,48,22864,4822864
20940,"El Centro, CA",Metropolitan Statistical Area,El Centro,6,21782,621782
20980,"El Dorado, AR",Micropolitan Statistical Area,El Dorado,5,21070,521070
21020,"Elizabeth City, NC",Micropolitan Statistical Area,Elizabeth City,37,20580,3720580
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Elizabethtown,21,24274,2124274
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Fort Knox,21,28540,2128540
21120,"Elk City, OK",Micropolitan Statistical Area,Elk City,40,23500,4023500
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,Elkhart,18,20728,1820728
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,Goshen,18,28386,1828386
21180,"Elkins, WV",Micropolitan Statistical Area,Elkins,54,24580,5424580
21220,"Elko, NV",Micropolitan Statistical Area,Elko,32,22500,3222500
21260,"Ellensburg, WA",Micropolitan Statistical Area,Ellensburg,53,21240,5321240
21300,"Elmira, NY",Metropolitan Statistical Area,Elmira,36,24229,3624229
21340,"El Paso, TX",Metropolitan Statistical Area,El Paso,48,24000,4824000
21380,"Emporia, KS",Micropolitan Statistical Area,Emporia,20,21275,2021275
21420,"Enid, OK",Metropolitan Statistical Area,Enid,40,23950,4023950
21460,"Enterprise, AL",Micropolitan Statistical Area,Enterprise,1,24184,124184
21500,"Erie, PA",Metropolitan Statistical Area,Erie,42,24000,4224000
21540,"Escanaba, MI",Micropolitan Statistical Area,Escanaba,26,26360,2626360
21580,"Espaola, NM",Micropolitan Statistical Area,Espaola,35,25170,3525170
21640,"Eufaula, AL-GA",Micropolitan Statistical Area,Eufaula,1,24568,124568
21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,Eugene,41,23850,4123850
21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,Springfield,41,69600,4169600
21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,Arcata,6,2476,602476
21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,Eureka,6,23042,623042
21740,"Evanston, WY",Micropolitan Statistical Area,Evanston,56,25620,5625620
21780,"Evansville, IN-KY",Metropolitan Statistical Area,Evansville,18,22000,1822000
21820,"Fairbanks, AK",Metropolitan Statistical Area,Fairbanks,2,24230,224230
21840,"Fairfield, IA",Micropolitan Statistical Area,Fairfield,19,26445,1926445
21860,"Fairmont, MN",Micropolitan Statistical Area,Fairmont,27,20330,2720330
21900,"Fairmont, WV",Micropolitan Statistical Area,Fairmont,54,26452,5426452
21980,"Fallon, NV",Micropolitan Statistical Area,Fallon,32,24100,3224100
22020,"Fargo, ND-MN",Metropolitan Statistical Area,Fargo,38,25700,3825700
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,Faribault,27,20546,2720546
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,Northfield,27,46924,2746924
22100,"Farmington, MO",Micropolitan Statistical Area,Farmington,29,23752,2923752
22140,"Farmington, NM",Metropolitan Statistical Area,Farmington,35,25800,3525800
22180,"Fayetteville, NC",Metropolitan Statistical Area,Fayetteville,37,22920,3722920
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Bentonville,5,5320,505320
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Fayetteville,5,23290,523290
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Rogers,5,60410,560410
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Springdale,5,66080,566080
22260,"Fergus Falls, MN",Micropolitan Statistical Area,Fergus Falls,27,20906,2720906
22280,"Fernley, NV",Micropolitan Statistical Area,Fernley,32,24900,3224900
22300,"Findlay, OH",Micropolitan Statistical Area,Findlay,39,27048,3927048
22340,"Fitzgerald, GA",Micropolitan Statistical Area,Fitzgerald,13,29528,1329528
22380,"Flagstaff, AZ",Metropolitan Statistical Area,Flagstaff,4,23620,423620
22420,"Flint, MI",Metropolitan Statistical Area,Flint,26,29000,2629000
22500,"Florence, SC",Metropolitan Statistical Area,Florence,45,25810,4525810
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Florence,1,26896,126896
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Muscle Shoals,1,53016,153016
22540,"Fond du Lac, WI",Metropolitan Statistical Area,Fond du Lac,55,26275,5526275
22580,"Forest City, NC",Micropolitan Statistical Area,Forest City,37,24080,3724080
22620,"Forrest City, AR",Micropolitan Statistical Area,Forrest City,5,24430,524430
22660,"Fort Collins, CO",Metropolitan Statistical Area,Fort Collins,8,27425,827425
22700,"Fort Dodge, IA",Micropolitan Statistical Area,Fort Dodge,19,28515,1928515
22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,Fort Leonard Wood,29,25264,2925264
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Fort Madison,19,28605,1928605
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Keokuk,19,40845,1940845
22820,"Fort Morgan, CO",Micropolitan Statistical Area,Fort Morgan,8,27810,827810
22840,"Fort Payne, AL",Micropolitan Statistical Area,Fort Payne,1,27616,127616
22860,"Fort Polk South, LA",Micropolitan Statistical Area,Fort Polk South,22,26757,2226757
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Fort Smith,5,24550,524550
23060,"Fort Wayne, IN",Metropolitan Statistical Area,Fort Wayne,18,25000,1825000
23140,"Frankfort, IN",Micropolitan Statistical Area,Frankfort,18,25324,1825324
23180,"Frankfort, KY",Micropolitan Statistical Area,Frankfort,21,28900,2128900
23240,"Fredericksburg, TX",Micropolitan Statistical Area,Fredericksburg,48,27348,4827348
23300,"Freeport, IL",Micropolitan Statistical Area,Freeport,17,27884,1727884
23340,"Fremont, NE",Micropolitan Statistical Area,Fremont,31,17670,3117670
23380,"Fremont, OH",Micropolitan Statistical Area,Fremont,39,28826,3928826
23420,"Fresno, CA",Metropolitan Statistical Area,Fresno,6,27000,627000
23460,"Gadsden, AL",Metropolitan Statistical Area,Gadsden,1,28696,128696
23500,"Gaffney, SC",Micropolitan Statistical Area,Gaffney,45,28060,4528060
23540,"Gainesville, FL",Metropolitan Statistical Area,Gainesville,12,25175,1225175
23580,"Gainesville, GA",Metropolitan Statistical Area,Gainesville,13,31908,1331908
23620,"Gainesville, TX",Micropolitan Statistical Area,Gainesville,48,27984,4827984
23660,"Galesburg, IL",Micropolitan Statistical Area,Galesburg,17,28326,1728326
23700,"Gallup, NM",Micropolitan Statistical Area,Gallup,35,28460,3528460
23780,"Garden City, KS",Micropolitan Statistical Area,Garden City,20,25325,2025325
23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,Gardnerville Ranchos,32,26500,3226500
23860,"Georgetown, SC",Micropolitan Statistical Area,Georgetown,45,28870,4528870
23900,"Gettysburg, PA",Metropolitan Statistical Area,Gettysburg,42,28960,4228960
23940,"Gillette, WY",Micropolitan Statistical Area,Gillette,56,31855,5631855
23980,"Glasgow, KY",Micropolitan Statistical Area,Glasgow,21,31114,2131114
24020,"Glens Falls, NY",Metropolitan Statistical Area,Glens Falls,36,29333,3629333
24060,"Glenwood Springs, CO",Micropolitan Statistical Area,Glenwood Springs,8,30780,830780
24100,"Gloversville, NY",Micropolitan Statistical Area,Gloversville,36,29443,3629443
24140,"Goldsboro, NC",Metropolitan Statistical Area,Goldsboro,37,26880,3726880
24180,"Granbury, TX",Micropolitan Statistical Area,Granbury,48,30416,4830416
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,Grand Forks,38,32060,3832060
24260,"Grand Island, NE",Metropolitan Statistical Area,Grand Island,31,19595,3119595
24300,"Grand Junction, CO",Metropolitan Statistical Area,Grand Junction,8,31660,831660
24330,"Grand Rapids, MN",Micropolitan Statistical Area,Grand Rapids,27,25118,2725118
24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,Grand Rapids,26,34000,2634000
24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,Kentwood,26,42820,2642820
24380,"Grants, NM",Micropolitan Statistical Area,Grants,35,30490,3530490
24420,"Grants Pass, OR",Metropolitan Statistical Area,Grants Pass,41,30550,4130550
24460,"Great Bend, KS",Micropolitan Statistical Area,Great Bend,20,28300,2028300
24500,"Great Falls, MT",Metropolitan Statistical Area,Great Falls,30,32800,3032800
24540,"Greeley, CO",Metropolitan Statistical Area,Greeley,8,32155,832155
24580,"Green Bay, WI",Metropolitan Statistical Area,Green Bay,55,31000,5531000
24620,"Greeneville, TN",Micropolitan Statistical Area,Greeneville,47,30980,4730980
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Greensboro,37,28000,3728000
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,High Point,37,31400,3731400
24700,"Greensburg, IN",Micropolitan Statistical Area,Greensburg,18,29718,1829718
24740,"Greenville, MS",Micropolitan Statistical Area,Greenville,28,29180,2829180
24780,"Greenville, NC",Metropolitan Statistical Area,Greenville,37,28080,3728080
24820,"Greenville, OH",Micropolitan Statistical Area,Greenville,39,32340,3932340
24860,"Greenville-Anderson, SC",Metropolitan Statistical Area,Anderson,45,1360,4501360
24860,"Greenville-Anderson, SC",Metropolitan Statistical Area,Greenville,45,30850,4530850
24900,"Greenwood, MS",Micropolitan Statistical Area,Greenwood,28,29340,2829340
24940,"Greenwood, SC",Micropolitan Statistical Area,Greenwood,45,30895,4530895
24980,"Grenada, MS",Micropolitan Statistical Area,Grenada,28,29460,2829460
25020,"Guayama, PR",Metropolitan Statistical Area,Guayama,72,32221,7232221
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Biloxi,28,6220,2806220
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Gulfport,28,29700,2829700
25100,"Guymon, OK",Micropolitan Statistical Area,Guymon,40,31750,4031750
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Hagerstown,24,36075,2436075
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Martinsburg,54,52060,5452060
25200,"Hailey, ID",Micropolitan Statistical Area,Hailey,16,34390,1634390
25220,"Hammond, LA",Metropolitan Statistical Area,Hammond,22,32755,2232755
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,Corcoran,6,16224,616224
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,Hanford,6,31960,631960
25300,"Hannibal, MO",Micropolitan Statistical Area,Hannibal,29,30214,2930214
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Carlisle,42,11272,4211272
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Harrisburg,42,32800,4232800
25460,"Harrison, AR",Micropolitan Statistical Area,Harrison,5,30460,530460
25500,"Harrisonburg, VA",Metropolitan Statistical Area,Harrisonburg,51,35624,5135624
25540,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,East Hartford,9,22700,922700
25540,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,Hartford,9,37000,937000
25540,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,Middletown,9,47290,947290
25580,"Hastings, NE",Micropolitan Statistical Area,Hastings,31,21415,3121415
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Hattiesburg,28,31020,2831020
25700,"Hays, KS",Micropolitan Statistical Area,Hays,20,31100,2031100
25720,"Heber, UT",Micropolitan Statistical Area,Heber,49,34200,4934200
25740,"Helena, MT",Micropolitan Statistical Area,Helena,30,35600,3035600
25760,"Helena-West Helena, AR",Micropolitan Statistical Area,Helena-West Helena,5,31190,531190
25780,"Henderson, NC",Micropolitan Statistical Area,Henderson,37,30660,3730660
25820,"Hereford, TX",Micropolitan Statistical Area,Hereford,48,33320,4833320
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Hermiston,41,33700,4133700
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Pendleton,41,57150,4157150
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Hickory,37,31060,3731060
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Lenoir,37,37760,3737760
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Morganton,37,44400,3744400
25880,"Hillsdale, MI",Micropolitan Statistical Area,Hillsdale,26,38460,2638460
25900,"Hilo, HI",Micropolitan Statistical Area,Hilo,15,14650,1514650
25940,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,Bluffton,45,7210,4507210
25940,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,Hilton Head Island,45,34045,4534045
25980,"Hinesville, GA",Metropolitan Statistical Area,Hinesville,13,38964,1338964
26020,"Hobbs, NM",Micropolitan Statistical Area,Hobbs,35,32520,3532520
26090,"Holland, MI",Micropolitan Statistical Area,Holland,26,38640,2638640
26140,"Homosassa Springs, FL",Metropolitan Statistical Area,Homosassa Springs,12,32400,1232400
26220,"Hood River, OR",Micropolitan Statistical Area,Hood River,41,34900,4134900
26260,"Hope, AR",Micropolitan Statistical Area,Hope,5,33190,533190
26300,"Hot Springs, AR",Metropolitan Statistical Area,Hot Springs,5,33400,533400
26340,"Houghton, MI",Micropolitan Statistical Area,Houghton,26,39360,2639360
26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Houma,22,36255,2236255
26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Thibodaux,22,75425,2275425
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Baytown,48,6128,4806128
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Conroe,48,16432,4816432
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Galveston,48,28068,4828068
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Houston,48,35000,4835000
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Sugar Land,48,70808,4870808
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,The Woodlands,48,72656,4872656
26460,"Hudson, NY",Micropolitan Statistical Area,Hudson,36,35969,3635969
26500,"Huntingdon, PA",Micropolitan Statistical Area,Huntingdon,42,36368,4236368
26540,"Huntington, IN",Micropolitan Statistical Area,Huntington,18,35302,1835302
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Ashland,21,2368,2102368
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Huntington,54,39460,5439460
26620,"Huntsville, AL",Metropolitan Statistical Area,Huntsville,1,37000,137000
26660,"Huntsville, TX",Micropolitan Statistical Area,Huntsville,48,35528,4835528
26700,"Huron, SD",Micropolitan Statistical Area,Huron,46,31060,4631060
26740,"Hutchinson, KS",Micropolitan Statistical Area,Hutchinson,20,33625,2033625
26780,"Hutchinson, MN",Micropolitan Statistical Area,Hutchinson,27,30644,2730644
26820,"Idaho Falls, ID",Metropolitan Statistical Area,Idaho Falls,16,39700,1639700
26860,"Indiana, PA",Micropolitan Statistical Area,Indiana,42,36816,4236816
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Anderson,18,1468,1801468
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Carmel,18,10342,1810342
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Indianapolis city (balance),18,36003,1836003
26940,"Indianola, MS",Micropolitan Statistical Area,Indianola,28,34740,2834740
26980,"Iowa City, IA",Metropolitan Statistical Area,Iowa City,19,38595,1938595
27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Iron Mountain,26,40960,2640960
27060,"Ithaca, NY",Metropolitan Statistical Area,Ithaca,36,38077,3638077
27100,"Jackson, MI",Metropolitan Statistical Area,Jackson,26,41420,2641420
27140,"Jackson, MS",Metropolitan Statistical Area,Jackson,28,36000,2836000
27160,"Jackson, OH",Micropolitan Statistical Area,Jackson,39,37842,3937842
27180,"Jackson, TN",Metropolitan Statistical Area,Jackson,47,37640,4737640
27220,"Jackson, WY-ID",Micropolitan Statistical Area,Jackson,56,40120,5640120
27260,"Jacksonville, FL",Metropolitan Statistical Area,Jacksonville,12,35000,1235000
27300,"Jacksonville, IL",Micropolitan Statistical Area,Jacksonville,17,38115,1738115
27340,"Jacksonville, NC",Metropolitan Statistical Area,Jacksonville,37,34200,3734200
27380,"Jacksonville, TX",Micropolitan Statistical Area,Jacksonville,48,37216,4837216
27420,"Jamestown, ND",Micropolitan Statistical Area,Jamestown,38,40580,3840580
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Dunkirk,36,21105,3621105
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Fredonia,36,27419,3627419
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Jamestown,36,38264,3638264
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Beloit,55,6500,5506500
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Janesville,55,37825,5537825
27530,"Jasper, AL",Micropolitan Statistical Area,Jasper,1,38416,138416
27540,"Jasper, IN",Micropolitan Statistical Area,Jasper,18,37782,1837782
27580,"Jayuya, PR",Micropolitan Statistical Area,Jayuya,72,38370,7238370
27600,"Jefferson, GA",Micropolitan Statistical Area,Jefferson,13,41988,1341988
27620,"Jefferson City, MO",Metropolitan Statistical Area,Jefferson City,29,37000,2937000
27660,"Jennings, LA",Micropolitan Statistical Area,Jennings,22,38355,2238355
27700,"Jesup, GA",Micropolitan Statistical Area,Jesup,13,42268,1342268
27740,"Johnson City, TN",Metropolitan Statistical Area,Johnson City,47,38320,4738320
27780,"Johnstown, PA",Metropolitan Statistical Area,Johnstown,42,38288,4238288
27860,"Jonesboro, AR",Metropolitan Statistical Area,Jonesboro,5,35710,535710
27900,"Joplin, MO",Metropolitan Statistical Area,Joplin,29,37592,2937592
27940,"Juneau, AK",Micropolitan Statistical Area,Juneau,2,36400,236400
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Kahului,15,22700,1522700
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Lahaina,15,42950,1542950
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Wailuku,15,77450,1577450
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Kalamazoo,26,42160,2642160
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Portage,26,65560,2665560
28060,"Kalispell, MT",Micropolitan Statistical Area,Kalispell,30,40075,3040075
28100,"Kankakee, IL",Metropolitan Statistical Area,Kankakee,17,38934,1738934
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Kansas City,20,36000,2036000
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Lenexa,20,39350,2039350
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Overland Park,20,53775,2053775
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Kansas City,29,38000,2938000
28180,"Kapaa, HI",Micropolitan Statistical Area,Kapaa,15,28850,1528850
28260,"Kearney, NE",Micropolitan Statistical Area,Kearney,31,25055,3125055
28300,"Keene, NH",Micropolitan Statistical Area,Keene,33,39300,3339300
28340,"Kendallville, IN",Micropolitan Statistical Area,Kendallville,18,39402,1839402
28380,"Kennett, MO",Micropolitan Statistical Area,Kennett,29,38306,2938306
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Kennewick,53,35275,5335275
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Richland,53,58235,5358235
28500,"Kerrville, TX",Micropolitan Statistical Area,Kerrville,48,39040,4839040
28540,"Ketchikan, AK",Micropolitan Statistical Area,Ketchikan,2,38970,238970
28580,"Key West, FL",Micropolitan Statistical Area,Key West,12,36550,1236550
28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,Kill Devil Hills,37,35720,3735720
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Killeen,48,39148,4839148
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Temple,48,72176,4872176
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Bristol,47,8540,4708540
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Kingsport,47,39560,4739560
28740,"Kingston, NY",Metropolitan Statistical Area,Kingston,36,39727,3639727
28780,"Kingsville, TX",Micropolitan Statistical Area,Kingsville,48,39352,4839352
28820,"Kinston, NC",Micropolitan Statistical Area,Kinston,37,35920,3735920
28860,"Kirksville, MO",Micropolitan Statistical Area,Kirksville,29,39026,2939026
28900,"Klamath Falls, OR",Micropolitan Statistical Area,Klamath Falls,41,39700,4139700
28940,"Knoxville, TN",Metropolitan Statistical Area,Knoxville,47,40000,4740000
29020,"Kokomo, IN",Metropolitan Statistical Area,Kokomo,18,40392,1840392
29060,"Laconia, NH",Micropolitan Statistical Area,Laconia,33,40180,3340180
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,La Crosse,55,40775,5540775
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Onalaska,55,59925,5559925
29180,"Lafayette, LA",Metropolitan Statistical Area,Lafayette,22,40735,2240735
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Lafayette,18,40788,1840788
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,West Lafayette,18,82862,1882862
29260,"La Grande, OR",Micropolitan Statistical Area,La Grande,41,40350,4140350
29300,"LaGrange, GA-AL",Micropolitan Statistical Area,LaGrange,13,44340,1344340
29340,"Lake Charles, LA",Metropolitan Statistical Area,Lake Charles,22,41155,2241155
29380,"Lake City, FL",Micropolitan Statistical Area,Lake City,12,37775,1237775
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,Kingman,4,37620,437620
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,Lake Havasu City,4,39370,439370
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Lakeland,12,38250,1238250
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Winter Haven,12,78275,1278275
29500,"Lamesa, TX",Micropolitan Statistical Area,Lamesa,48,41164,4841164
29540,"Lancaster, PA",Metropolitan Statistical Area,Lancaster,42,41216,4241216
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,East Lansing,26,24120,2624120
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Lansing,26,46000,2646000
29660,"Laramie, WY",Micropolitan Statistical Area,Laramie,56,45050,5645050
29700,"Laredo, TX",Metropolitan Statistical Area,Laredo,48,41464,4841464
29740,"Las Cruces, NM",Metropolitan Statistical Area,Las Cruces,35,39380,3539380
29780,"Las Vegas, NM",Micropolitan Statistical Area,Las Vegas,35,39940,3539940
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Henderson,32,31900,3231900
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Las Vegas,32,40000,3240000
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Paradise,32,54600,3254600
29860,"Laurel, MS",Micropolitan Statistical Area,Laurel,28,39640,2839640
29900,"Laurinburg, NC",Micropolitan Statistical Area,Laurinburg,37,37220,3737220
29940,"Lawrence, KS",Metropolitan Statistical Area,Lawrence,20,38900,2038900
29980,"Lawrenceburg, TN",Micropolitan Statistical Area,Lawrenceburg,47,41340,4741340
30020,"Lawton, OK",Metropolitan Statistical Area,Lawton,40,41850,4041850
30060,"Lebanon, MO",Micropolitan Statistical Area,Lebanon,29,41168,2941168
30100,"Lebanon, NH-VT",Micropolitan Statistical Area,Lebanon,33,41300,3341300
30140,"Lebanon, PA",Metropolitan Statistical Area,Lebanon,42,42168,4242168
30220,"Levelland, TX",Micropolitan Statistical Area,Levelland,48,42448,4842448
30260,"Lewisburg, PA",Micropolitan Statistical Area,Lewisburg,42,42976,4242976
30280,"Lewisburg, TN",Micropolitan Statistical Area,Lewisburg,47,41860,4741860
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Lewiston,16,46540,1646540
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Auburn,23,2060,2302060
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Lewiston,23,38740,2338740
