CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,geoid
30380,"Lewistown, PA",Micropolitan Statistical Area,Lewistown,42,43000,4243000
30420,"Lexington, NE",Micropolitan Statistical Area,Lexington,31,26910,3126910
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Lexington-Fayette,21,46027,2146027
30580,"Liberal, KS",Micropolitan Statistical Area,Liberal,20,39825,2039825
30620,"Lima, OH",Metropolitan Statistical Area,Lima,39,43554,3943554
30660,"Lincoln, IL",Micropolitan Statistical Area,Lincoln,17,43536,1743536
30700,"Lincoln, NE",Metropolitan Statistical Area,Lincoln,31,28000,3128000
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Conway,5,15190,515190
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Little Rock,5,41000,541000
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,North Little Rock,5,50450,550450
30820,"Lock Haven, PA",Micropolitan Statistical Area,Lock Haven,42,44128,4244128
30860,"Logan, UT-ID",Metropolitan Statistical Area,Logan,49,45860,4945860
30900,"Logansport, IN",Micropolitan Statistical Area,Logansport,18,44658,1844658
30940,"London, KY",Micropolitan Statistical Area,London,21,47476,2147476
30980,"Longview, TX",Metropolitan Statistical Area,Longview,48,43888,4843888
31020,"Longview, WA",Metropolitan Statistical Area,Longview,53,40245,5340245
31060,"Los Alamos, NM",Micropolitan Statistical Area,Los Alamos,35,42320,3542320
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Anaheim,6,2000,602000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Arcadia,6,2462,602462
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Burbank,6,8954,608954
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Carson,6,11530,611530
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Costa Mesa,6,16532,616532
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Fountain Valley,6,25380,625380
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Gardena,6,28168,628168
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Glendale,6,30000,630000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Irvine,6,36770,636770
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Long Beach,6,43000,643000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Los Angeles,6,44000,644000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Newport Beach,6,51182,651182
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Orange,6,53980,653980
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Pasadena,6,56000,656000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Santa Ana,6,69000,669000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Santa Monica,6,70000,670000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Torrance,6,80000,680000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Tustin,6,80854,680854
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Louisville/Jefferson County metro government (balance),21,48006,2148006
31180,"Lubbock, TX",Metropolitan Statistical Area,Lubbock,48,45000,4845000
31220,"Ludington, MI",Micropolitan Statistical Area,Ludington,26,49640,2649640
31260,"Lufkin, TX",Micropolitan Statistical Area,Lufkin,48,45072,4845072
31300,"Lumberton, NC",Micropolitan Statistical Area,Lumberton,37,39700,3739700
31340,"Lynchburg, VA",Metropolitan Statistical Area,Lynchburg,51,47672,5147672
31380,"Macomb, IL",Micropolitan Statistical Area,Macomb,17,45889,1745889
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Macon-Bibb County,13,49008,1349008
31460,"Madera, CA",Metropolitan Statistical Area,Madera,6,45022,645022
31500,"Madison, IN",Micropolitan Statistical Area,Madison,18,45990,1845990
31540,"Madison, WI",Metropolitan Statistical Area,Madison,55,48000,5548000
31580,"Madisonville, KY",Micropolitan Statistical Area,Madisonville,21,49368,2149368
31620,"Magnolia, AR",Micropolitan Statistical Area,Magnolia,5,43460,543460
31660,"Malone, NY",Micropolitan Statistical Area,Malone,36,44710,3644710
31680,"Malvern, AR",Micropolitan Statistical Area,Malvern,5,43610,543610
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,Manchester,33,45140,3345140
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,Nashua,33,50260,3350260
31740,"Manhattan, KS",Metropolitan Statistical Area,Manhattan,20,44250,2044250
31820,"Manitowoc, WI",Micropolitan Statistical Area,Manitowoc,55,48500,5548500
31860,"Mankato, MN",Metropolitan Statistical Area,Mankato,27,39878,2739878
31900,"Mansfield, OH",Metropolitan Statistical Area,Mansfield,39,47138,3947138
31930,"Marietta, OH",Micropolitan Statistical Area,Marietta,39,47628,3947628
31940,"Marinette, WI-MI",Micropolitan Statistical Area,Marinette,55,49300,5549300
31980,"Marion, IN",Micropolitan Statistical Area,Marion,18,46908,1846908
32000,"Marion, NC",Micropolitan Statistical Area,Marion,37,41420,3741420
32020,"Marion, OH",Micropolitan Statistical Area,Marion,39,47754,3947754
32100,"Marquette, MI",Micropolitan Statistical Area,Marquette,26,51900,2651900
32140,"Marshall, MN",Micropolitan Statistical Area,Marshall,27,40688,2740688
32180,"Marshall, MO",Micropolitan Statistical Area,Marshall,29,46316,2946316
32260,"Marshalltown, IA",Micropolitan Statistical Area,Marshalltown,19,49755,1949755
32280,"Martin, TN",Micropolitan Statistical Area,Martin,47,46240,4746240
32300,"Martinsville, VA",Micropolitan Statistical Area,Martinsville,51,49784,5149784
32340,"Maryville, MO",Micropolitan Statistical Area,Maryville,29,46640,2946640
32380,"Mason City, IA",Micropolitan Statistical Area,Mason City,19,50160,1950160
32420,"Mayagez, PR",Metropolitan Statistical Area,Mayagez,72,52431,7252431
32460,"Mayfield, KY",Micropolitan Statistical Area,Mayfield,21,50898,2150898
32500,"Maysville, KY",Micropolitan Statistical Area,Maysville,21,51024,2151024
32540,"McAlester, OK",Micropolitan Statistical Area,McAlester,40,44800,4044800
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Edinburg,48,22660,4822660
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,McAllen,48,45384,4845384
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Mission,48,48768,4848768
32620,"McComb, MS",Micropolitan Statistical Area,McComb,28,43280,2843280
32660,"McMinnville, TN",Micropolitan Statistical Area,McMinnville,47,45100,4745100
32700,"McPherson, KS",Micropolitan Statistical Area,McPherson,20,43950,2043950
32740,"Meadville, PA",Micropolitan Statistical Area,Meadville,42,48360,4248360
32780,"Medford, OR",Metropolitan Statistical Area,Medford,41,47000,4147000
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Memphis,47,48000,4748000
32860,"Menomonie, WI",Micropolitan Statistical Area,Menomonie,55,51025,5551025
32900,"Merced, CA",Metropolitan Statistical Area,Merced,6,46898,646898
32940,"Meridian, MS",Micropolitan Statistical Area,Meridian,28,46640,2846640
33020,"Mexico, MO",Micropolitan Statistical Area,Mexico,29,47648,2947648
33060,"Miami, OK",Micropolitan Statistical Area,Miami,40,48000,4048000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Boca Raton,12,7300,1207300
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Boynton Beach,12,7875,1207875
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Coral Gables,12,14250,1214250
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Deerfield Beach,12,16725,1216725
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Delray Beach,12,17100,1217100
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Doral,12,17935,1217935
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Fort Lauderdale,12,24000,1224000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Jupiter,12,35875,1235875
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Kendall,12,36100,1236100
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami,12,45000,1245000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami Beach,12,45025,1245025
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Palm Beach Gardens,12,54075,1254075
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Pompano Beach,12,58050,1258050
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Sunrise,12,69700,1269700
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,West Palm Beach,12,76600,1276600
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,La Porte,18,42246,1842246
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,Michigan City,18,48798,1848798
33180,"Middlesborough, KY",Micropolitan Statistical Area,Middlesborough,21,51924,2151924
33220,"Midland, MI",Metropolitan Statistical Area,Midland,26,53780,2653780
33260,"Midland, TX",Metropolitan Statistical Area,Midland,48,48072,4848072
33300,"Milledgeville, GA",Micropolitan Statistical Area,Milledgeville,13,51492,1351492
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Milwaukee,55,53000,5553000
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Waukesha,55,84250,5584250
33380,"Minden, LA",Micropolitan Statistical Area,Minden,22,50885,2250885
33420,"Mineral Wells, TX",Micropolitan Statistical Area,Mineral Wells,48,48684,4848684
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Bloomington,27,6616,2706616
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Eagan,27,17288,2717288
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Eden Prairie,27,18116,2718116
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Edina,27,18188,2718188
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Minneapolis,27,43000,2743000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Minnetonka,27,43252,2743252
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Plymouth,27,51730,2751730
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,St. Paul,27,58000,2758000
33500,"Minot, ND",Micropolitan Statistical Area,Minot,38,53380,3853380
33540,"Missoula, MT",Metropolitan Statistical Area,Missoula,30,50200,3050200
33580,"Mitchell, SD",Micropolitan Statistical Area,Mitchell,46,43100,4643100
33620,"Moberly, MO",Micropolitan Statistical Area,Moberly,29,49034,2949034
33660,"Mobile, AL",Metropolitan Statistical Area,Mobile,1,50000,150000
33700,"Modesto, CA",Metropolitan Statistical Area,Modesto,6,48354,648354
33740,"Monroe, LA",Metropolitan Statistical Area,Monroe,22,51410,2251410
33780,"Monroe, MI",Metropolitan Statistical Area,Monroe,26,55020,2655020
33860,"Montgomery, AL",Metropolitan Statistical Area,Montgomery,1,51000,151000
33940,"Montrose, CO",Micropolitan Statistical Area,Montrose,8,51745,851745
33980,"Morehead City, NC",Micropolitan Statistical Area,Morehead City,37,44320,3744320
34020,"Morgan City, LA",Micropolitan Statistical Area,Morgan City,22,52040,2252040
34060,"Morgantown, WV",Metropolitan Statistical Area,Morgantown,54,55756,5455756
34100,"Morristown, TN",Metropolitan Statistical Area,Morristown,47,50280,4750280
34140,"Moscow, ID",Micropolitan Statistical Area,Moscow,16,54550,1654550
34180,"Moses Lake, WA",Micropolitan Statistical Area,Moses Lake,53,47245,5347245
34220,"Moultrie, GA",Micropolitan Statistical Area,Moultrie,13,53060,1353060
34260,"Mountain Home, AR",Micropolitan Statistical Area,Mountain Home,5,47390,547390
34300,"Mountain Home, ID",Micropolitan Statistical Area,Mountain Home,16,54730,1654730
34340,"Mount Airy, NC",Micropolitan Statistical Area,Mount Airy,37,44800,3744800
34350,"Mount Gay-Shamrock, WV",Micropolitan Statistical Area,Mount Gay-Shamrock,54,56342,5456342
34380,"Mount Pleasant, MI",Micropolitan Statistical Area,Mount Pleasant,26,56020,2656020
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Mount Pleasant,48,49800,4849800
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Mount Sterling,21,54084,2154084
34500,"Mount Vernon, IL",Micropolitan Statistical Area,Mount Vernon,17,51180,1751180
34540,"Mount Vernon, OH",Micropolitan Statistical Area,Mount Vernon,39,53102,3953102
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Anacortes,53,1990,5301990
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Mount Vernon,53,47560,5347560
34620,"Muncie, IN",Metropolitan Statistical Area,Muncie,18,51876,1851876
34660,"Murray, KY",Micropolitan Statistical Area,Murray,21,54642,2154642
34700,"Muscatine, IA",Micropolitan Statistical Area,Muscatine,19,55110,1955110
34740,"Muskegon, MI",Metropolitan Statistical Area,Muskegon,26,56320,2656320
34780,"Muskogee, OK",Micropolitan Statistical Area,Muskogee,40,50050,4050050
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Conway,45,16405,4516405
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Myrtle Beach,45,49075,4549075
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,North Myrtle Beach,45,51280,4551280
34860,"Nacogdoches, TX",Micropolitan Statistical Area,Nacogdoches,48,50256,4850256
34900,"Napa, CA",Metropolitan Statistical Area,Napa,6,50258,650258
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Marco Island,12,43083,1243083
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Naples,12,47625,1247625
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Franklin,47,27740,4727740
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Murfreesboro,47,51560,4751560
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Nashville-Davidson metropolitan government (balance),47,52006,4752006
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Natchez,28,50440,2850440
35060,"Natchitoches, LA",Micropolitan Statistical Area,Natchitoches,22,53545,2253545
35100,"New Bern, NC",Metropolitan Statistical Area,New Bern,37,46340,3746340
35140,"Newberry, SC",Micropolitan Statistical Area,Newberry,45,49570,4549570
35220,"New Castle, IN",Micropolitan Statistical Area,New Castle,18,52740,1852740
35260,"New Castle, PA",Micropolitan Statistical Area,New Castle,42,53368,4253368
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,Milford city (balance),9,47515,947515
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,New Haven,9,52000,952000
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Metairie,22,50115,2250115
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,New Orleans,22,55000,2255000
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Dover,39,22456,3922456
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,New Philadelphia,39,55216,3955216
35440,"Newport, OR",Micropolitan Statistical Area,Newport,41,52450,4152450
35460,"Newport, TN",Micropolitan Statistical Area,Newport,47,53000,4753000
35580,"New Ulm, MN",Micropolitan Statistical Area,New Ulm,27,46042,2746042
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Jersey City,34,36000,3436000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Lakewood,34,38580,3438580
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Newark,34,51000,3451000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Brunswick,34,51210,3451210
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York,36,51000,3651000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,White Plains,36,81677,3681677
35660,"Niles, MI",Metropolitan Statistical Area,Niles,26,57760,2657760
35700,"Nogales, AZ",Micropolitan Statistical Area,Nogales,4,49640,449640
35740,"Norfolk, NE",Micropolitan Statistical Area,Norfolk,31,34615,3134615
35820,"North Platte, NE",Micropolitan Statistical Area,North Platte,31,35000,3135000
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Bradenton,12,7950,1207950
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,North Port,12,49675,1249675
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Sarasota,12,64175,1264175
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Venice,12,73900,1273900
35860,"North Vernon, IN",Micropolitan Statistical Area,North Vernon,18,55116,1855116
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,North Wilkesboro,37,47880,3747880
35940,"Norwalk, OH",Micropolitan Statistical Area,Norwalk,39,57302,3957302
35980,"Norwich-New London, CT",Metropolitan Statistical Area,New London,9,52280,952280
35980,"Norwich-New London, CT",Metropolitan Statistical Area,Norwich,9,56200,956200
36020,"Oak Harbor, WA",Micropolitan Statistical Area,Oak Harbor,53,50360,5350360
36100,"Ocala, FL",Metropolitan Statistical Area,Ocala,12,50750,1250750
36140,"Ocean City, NJ",Metropolitan Statistical Area,Ocean City,34,54360,3454360
36220,"Odessa, TX",Metropolitan Statistical Area,Odessa,48,53388,4853388
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Clearfield,49,13850,4913850
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Ogden,49,55980,4955980
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Massena,36,46019,3646019
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Ogdensburg,36,54485,3654485
36340,"Oil City, PA",Micropolitan Statistical Area,Oil City,42,56456,4256456
36380,"Okeechobee, FL",Micropolitan Statistical Area,Okeechobee,12,51200,1251200
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma City,40,55000,4055000
36460,"Olean, NY",Micropolitan Statistical Area,Olean,36,54716,3654716
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Lacey,53,36745,5336745
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Olympia,53,51300,5351300
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Tumwater,53,72905,5372905
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Council Bluffs,19,16860,1916860
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Omaha,31,37000,3137000
36580,"Oneonta, NY",Micropolitan Statistical Area,Oneonta,36,54881,3654881
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Ontario,41,54900,4154900
36660,"Opelousas, LA",Micropolitan Statistical Area,Opelousas,22,58045,2258045
36700,"Orangeburg, SC",Micropolitan Statistical Area,Orangeburg,45,53080,4553080
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Kissimmee,12,36950,1236950
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Orlando,12,53000,1253000
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Sanford,12,63650,1263650
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Neenah,55,55750,5555750
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Oshkosh,55,60500,5560500
36820,"Oskaloosa, IA",Micropolitan Statistical Area,Oskaloosa,19,59925,1959925
36830,"Othello, WA",Micropolitan Statistical Area,Othello,53,52215,5352215
36837,"Ottawa, IL",Micropolitan Statistical Area,Ottawa,17,56926,1756926
36840,"Ottawa, KS",Micropolitan Statistical Area,Ottawa,20,53550,2053550
36900,"Ottumwa, IA",Micropolitan Statistical Area,Ottumwa,19,60465,1960465
36940,"Owatonna, MN",Micropolitan Statistical Area,Owatonna,27,49300,2749300
36980,"Owensboro, KY",Metropolitan Statistical Area,Owensboro,21,58620,2158620
37060,"Oxford, MS",Micropolitan Statistical Area,Oxford,28,54840,2854840
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Camarillo,6,10046,610046
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Oxnard,6,54652,654652
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,San Buenaventura (Ventura),6,65042,665042
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Thousand Oaks,6,78582,678582
37120,"Ozark, AL",Micropolitan Statistical Area,Ozark,1,57648,157648
37140,"Paducah, KY-IL",Micropolitan Statistical Area,Paducah,21,58836,2158836
37220,"Pahrump, NV",Micropolitan Statistical Area,Pahrump,32,53800,3253800
37260,"Palatka, FL",Micropolitan Statistical Area,Palatka,12,53875,1253875
37300,"Palestine, TX",Micropolitan Statistical Area,Palestine,48,54708,4854708
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Melbourne,12,43975,1243975
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Palm Bay,12,54000,1254000
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Titusville,12,71900,1271900
37420,"Pampa, TX",Micropolitan Statistical Area,Pampa,48,54912,4854912
37460,"Panama City, FL",Metropolitan Statistical Area,Panama City,12,54700,1254700
37500,"Paragould, AR",Micropolitan Statistical Area,Paragould,5,53390,553390
37540,"Paris, TN",Micropolitan Statistical Area,Paris,47,56720,4756720
37580,"Paris, TX",Micropolitan Statistical Area,Paris,48,55080,4855080
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Parkersburg,54,62140,5462140
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Vienna,54,83500,5483500
37660,"Parsons, KS",Micropolitan Statistical Area,Parsons,20,54675,2054675
37740,"Payson, AZ",Micropolitan Statistical Area,Payson,4,53700,453700
37770,"Pearsall, TX",Micropolitan Statistical Area,Pearsall,48,56384,4856384
37780,"Pecos, TX",Micropolitan Statistical Area,Pecos,48,56516,4856516
37800,"Pella, IA",Micropolitan Statistical Area,Pella,19,62040,1962040
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Brent,12,8300,1208300
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Ferry Pass,12,22275,1222275
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Pensacola,12,55925,1255925
37900,"Peoria, IL",Metropolitan Statistical Area,Peoria,17,59000,1759000
37940,"Peru, IN",Micropolitan Statistical Area,Peru,18,59328,1859328
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Wilmington,10,77580,1077580
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Camden,34,10000,3410000
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Philadelphia,42,60000,4260000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Casa Grande,4,10530,410530
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Chandler,4,12000,412000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Mesa,4,46000,446000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Phoenix,4,55000,455000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Scottsdale,4,65000,465000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Tempe,4,73000,473000
38100,"Picayune, MS",Micropolitan Statistical Area,Picayune,28,57160,2857160
38180,"Pierre, SD",Micropolitan Statistical Area,Pierre,46,49600,4649600
38220,"Pine Bluff, AR",Metropolitan Statistical Area,Pine Bluff,5,55310,555310
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Pinehurst,37,51940,3751940
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Southern Pines,37,63120,3763120
38260,"Pittsburg, KS",Micropolitan Statistical Area,Pittsburg,20,56025,2056025
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pittsburgh,42,61000,4261000
38340,"Pittsfield, MA",Metropolitan Statistical Area,Pittsfield,25,53960,2553960
38380,"Plainview, TX",Micropolitan Statistical Area,Plainview,48,57980,4857980
38420,"Platteville, WI",Micropolitan Statistical Area,Platteville,55,63250,5563250
38460,"Plattsburgh, NY",Micropolitan Statistical Area,Plattsburgh,36,58574,3658574
38500,"Plymouth, IN",Micropolitan Statistical Area,Plymouth,18,60822,1860822
38540,"Pocatello, ID",Metropolitan Statistical Area,Pocatello,16,64090,1664090
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Point Pleasant,54,64708,5464708
38620,"Ponca City, OK",Micropolitan Statistical Area,Ponca City,40,59850,4059850
38660,"Ponce, PR",Metropolitan Statistical Area,Ponce,72,63820,7263820
38700,"Pontiac, IL",Micropolitan Statistical Area,Pontiac,17,61015,1761015
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Poplar Bluff,29,59096,2959096
38780,"Portales, NM",Micropolitan Statistical Area,Portales,35,59260,3559260
38820,"Port Angeles, WA",Micropolitan Statistical Area,Port Angeles,53,55365,5355365
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Portland,23,60545,2360545
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,South Portland,23,71990,2371990
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Beaverton,41,5350,4105350
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Hillsboro,41,34100,4134100
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Portland,41,59000,4159000
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Tigard,41,73650,4173650
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Vancouver,53,74060,5374060
38920,"Port Lavaca, TX",Micropolitan Statistical Area,Port Lavaca,48,58916,4858916
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Port St. Lucie,12,58715,1258715
39020,"Portsmouth, OH",Micropolitan Statistical Area,Portsmouth,39,64304,3964304
39060,"Pottsville, PA",Micropolitan Statistical Area,Pottsville,42,62432,4262432
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Middletown,36,47042,3647042
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Newburgh,36,50034,3650034
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Poughkeepsie,36,59641,3659641
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Woodbury,36,82750,3682750
